phase,lr,weight_decay,seed,metric_value,experiment_dir,metric_key_used
grid,0.005,0.01,110,0.9648428971077034,code/experiments/results/experiment_grid_lr0.005_wd0.01_s110_20251207_210336,best_val_metrics.f1_macro
grid,0.005,0.01,120,0.9639323913165214,code/experiments/results/experiment_grid_lr0.005_wd0.01_s120_20251207_201920,best_val_metrics.f1_macro
grid,0.005,0.01,130,0.9642359161098308,code/experiments/results/experiment_grid_lr0.005_wd0.01_s130_20251207_150008,best_val_metrics.f1_macro
grid,0.005,0.01,140,0.9639463085945955,code/experiments/results/experiment_grid_lr0.005_wd0.01_s140_20251207_183302,best_val_metrics.f1_macro
grid,0.005,0.01,150,0.9660550173443665,code/experiments/results/experiment_grid_lr0.005_wd0.01_s150_20251207_134547,best_val_metrics.f1_macro
grid,0.005,0.1,10,0.9627274877944301,code/experiments/results/experiment_grid_lr0.005_wd0.1_s10_20251207_204638,best_val_metrics.f1_macro
grid,0.005,0.1,20,0.9630216614539442,code/experiments/results/experiment_grid_lr0.005_wd0.1_s20_20251207_153934,best_val_metrics.f1_macro
grid,0.005,0.1,30,0.9618005915764507,code/experiments/results/experiment_grid_lr0.005_wd0.1_s30_20251207_202440,best_val_metrics.f1_macro
grid,0.005,0.1,40,0.9633224999384042,code/experiments/results/experiment_grid_lr0.005_wd0.1_s40_20251207_163258,best_val_metrics.f1_macro
grid,0.005,0.1,50,0.9624156118172986,code/experiments/results/experiment_grid_lr0.005_wd0.1_s50_20251207_165315,best_val_metrics.f1_macro
grid,0.005,0.1,60,0.9636366605163039,code/experiments/results/experiment_grid_lr0.005_wd0.1_s60_20251207_154221,best_val_metrics.f1_macro
grid,0.005,0.1,70,0.9624104492465713,code/experiments/results/experiment_grid_lr0.005_wd0.1_s70_20251207_165020,best_val_metrics.f1_macro
grid,0.005,0.1,80,0.9620969452060523,code/experiments/results/experiment_grid_lr0.005_wd0.1_s80_20251207_164134,best_val_metrics.f1_macro
grid,0.005,0.1,90,0.9627229810419466,code/experiments/results/experiment_grid_lr0.005_wd0.1_s90_20251207_201108,best_val_metrics.f1_macro
grid,0.005,0.1,100,0.9614824707671882,code/experiments/results/experiment_grid_lr0.005_wd0.1_s100_20251207_135102,best_val_metrics.f1_macro
grid,0.005,0.1,110,0.9627036898470398,code/experiments/results/experiment_grid_lr0.005_wd0.1_s110_20251207_163546,best_val_metrics.f1_macro
grid,0.005,0.1,120,0.9624033624315862,code/experiments/results/experiment_grid_lr0.005_wd0.1_s120_20251207_165911,best_val_metrics.f1_macro
grid,0.005,0.1,130,0.9627126280770597,code/experiments/results/experiment_grid_lr0.005_wd0.1_s130_20251207_145720,best_val_metrics.f1_macro
grid,0.005,0.1,140,0.9624090882240712,code/experiments/results/experiment_grid_lr0.005_wd0.1_s140_20251207_164723,best_val_metrics.f1_macro
grid,0.005,0.1,150,0.9633196243929538,code/experiments/results/experiment_grid_lr0.005_wd0.1_s150_20251207_200831,best_val_metrics.f1_macro
grid,0.01,0.001,10,0.9651577016457771,code/experiments/results/experiment_grid_lr0.01_wd0.001_s10_20251207_150814,best_val_metrics.f1_macro
grid,0.01,0.001,20,0.9663776529221809,code/experiments/results/experiment_grid_lr0.01_wd0.001_s20_20251207_201355,best_val_metrics.f1_macro
grid,0.01,0.001,30,0.9645364250774804,code/experiments/results/experiment_grid_lr0.01_wd0.001_s30_20251207_184727,best_val_metrics.f1_macro
grid,0.01,0.001,40,0.966385107142164,code/experiments/results/experiment_grid_lr0.01_wd0.001_s40_20251207_141023,best_val_metrics.f1_macro
grid,0.01,0.001,50,0.964556277056277,code/experiments/results/experiment_grid_lr0.01_wd0.001_s50_20251207_162128,best_val_metrics.f1_macro
grid,0.01,0.001,60,0.9672872039266744,code/experiments/results/experiment_grid_lr0.01_wd0.001_s60_20251207_161006,best_val_metrics.f1_macro
grid,0.01,0.001,70,0.966064295662251,code/experiments/results/experiment_grid_lr0.01_wd0.001_s70_20251207_134831,best_val_metrics.f1_macro
grid,0.01,0.001,80,0.9651493495292012,code/experiments/results/experiment_grid_lr0.01_wd0.001_s80_20251207_194457,best_val_metrics.f1_macro
grid,0.01,0.001,90,0.9645216407718538,code/experiments/results/experiment_grid_lr0.01_wd0.001_s90_20251207_163835,best_val_metrics.f1_macro
grid,0.01,0.001,100,0.966065752860479,code/experiments/results/experiment_grid_lr0.01_wd0.001_s100_20251207_192335,best_val_metrics.f1_macro
grid,0.01,0.001,110,0.9669793036694143,code/experiments/results/experiment_grid_lr0.01_wd0.001_s110_20251207_140431,best_val_metrics.f1_macro
grid,0.01,0.001,120,0.9654513321460336,code/experiments/results/experiment_grid_lr0.01_wd0.001_s120_20251207_161259,best_val_metrics.f1_macro
grid,0.01,0.001,130,0.9648514015716522,code/experiments/results/experiment_grid_lr0.01_wd0.001_s130_20251207_163006,best_val_metrics.f1_macro
grid,0.01,0.001,140,0.9651590022381853,code/experiments/results/experiment_grid_lr0.01_wd0.001_s140_20251207_195026,best_val_metrics.f1_macro
grid,0.01,0.001,150,0.9657636023410676,code/experiments/results/experiment_grid_lr0.01_wd0.001_s150_20251207_135329,best_val_metrics.f1_macro
grid,0.01,0.01,10,0.9651577016457771,code/experiments/results/experiment_grid_lr0.01_wd0.01_s10_20251207_140138,best_val_metrics.f1_macro
grid,0.01,0.01,20,0.9660713270724071,code/experiments/results/experiment_grid_lr0.01_wd0.01_s20_20251207_193117,best_val_metrics.f1_macro
grid,0.01,0.01,30,0.9645364250774804,code/experiments/results/experiment_grid_lr0.01_wd0.01_s30_20251207_143648,best_val_metrics.f1_macro
grid,0.01,0.01,40,0.9660789253198883,code/experiments/results/experiment_grid_lr0.01_wd0.01_s40_20251207_142752,best_val_metrics.f1_macro
grid,0.01,0.01,50,0.9642489966066987,code/experiments/results/experiment_grid_lr0.01_wd0.01_s50_20251207_141322,best_val_metrics.f1_macro
grid,0.01,0.01,60,0.9672872039266744,code/experiments/results/experiment_grid_lr0.01_wd0.01_s60_20251207_153344,best_val_metrics.f1_macro
grid,0.01,0.01,70,0.966064295662251,code/experiments/results/experiment_grid_lr0.01_wd0.01_s70_20251207_144850,best_val_metrics.f1_macro
grid,0.01,0.01,80,0.9651493495292012,code/experiments/results/experiment_grid_lr0.01_wd0.01_s80_20251207_193934,best_val_metrics.f1_macro
grid,0.01,0.01,90,0.9639474118262565,code/experiments/results/experiment_grid_lr0.01_wd0.01_s90_20251207_154742,best_val_metrics.f1_macro
grid,0.01,0.01,100,0.9654513321460336,code/experiments/results/experiment_grid_lr0.01_wd0.01_s100_20251207_164431,best_val_metrics.f1_macro
grid,0.01,0.01,110,0.9669793036694143,code/experiments/results/experiment_grid_lr0.01_wd0.01_s110_20251207_151101,best_val_metrics.f1_macro
grid,0.01,0.01,120,0.9648413873978277,code/experiments/results/experiment_grid_lr0.01_wd0.01_s120_20251207_155609,best_val_metrics.f1_macro
grid,0.01,0.01,130,0.9645464332535978,code/experiments/results/experiment_grid_lr0.01_wd0.01_s130_20251207_152213,best_val_metrics.f1_macro
grid,0.01,0.01,140,0.9648540255753512,code/experiments/results/experiment_grid_lr0.01_wd0.01_s140_20251207_190419,best_val_metrics.f1_macro
grid,0.01,0.01,150,0.9651590022381853,code/experiments/results/experiment_grid_lr0.01_wd0.01_s150_20251207_152505,best_val_metrics.f1_macro
grid,0.01,0.1,10,0.9630242561439546,code/experiments/results/experiment_grid_lr0.01_wd0.1_s10_20251207_165616,best_val_metrics.f1_macro
grid,0.01,0.1,20,0.964539417531697,code/experiments/results/experiment_grid_lr0.01_wd0.1_s20_20251207_192605,best_val_metrics.f1_macro
grid,0.01,0.1,30,0.9620873486574757,code/experiments/results/experiment_grid_lr0.01_wd0.1_s30_20251207_191814,best_val_metrics.f1_macro
grid,0.01,0.1,40,0.9648486721921334,code/experiments/results/experiment_grid_lr0.01_wd0.1_s40_20251207_202201,best_val_metrics.f1_macro
grid,0.01,0.1,50,0.9633329029070197,code/experiments/results/experiment_grid_lr0.01_wd0.1_s50_20251207_160421,best_val_metrics.f1_macro
grid,0.01,0.1,60,0.9636315568997111,code/experiments/results/experiment_grid_lr0.01_wd0.1_s60_20251207_193649,best_val_metrics.f1_macro
grid,0.01,0.1,70,0.9636200413549278,code/experiments/results/experiment_grid_lr0.01_wd0.1_s70_20251207_195542,best_val_metrics.f1_macro
grid,0.01,0.1,80,0.962398772117937,code/experiments/results/experiment_grid_lr0.01_wd0.1_s80_20251207_162424,best_val_metrics.f1_macro
grid,0.01,0.1,90,0.9627217846221368,code/experiments/results/experiment_grid_lr0.01_wd0.1_s90_20251207_134027,best_val_metrics.f1_macro
grid,0.01,0.1,100,0.9623852894897034,code/experiments/results/experiment_grid_lr0.01_wd0.1_s100_20251207_195305,best_val_metrics.f1_macro
grid,0.01,0.1,110,0.9648413873978277,code/experiments/results/experiment_grid_lr0.01_wd0.1_s110_20251207_195827,best_val_metrics.f1_macro
grid,0.01,0.1,120,0.9639265196881205,code/experiments/results/experiment_grid_lr0.01_wd0.1_s120_20251207_135841,best_val_metrics.f1_macro
grid,0.01,0.1,130,0.9633279211690275,code/experiments/results/experiment_grid_lr0.01_wd0.1_s130_20251207_184144,best_val_metrics.f1_macro
grid,0.01,0.1,140,0.9630216614539442,code/experiments/results/experiment_grid_lr0.01_wd0.1_s140_20251207_133543,best_val_metrics.f1_macro
grid,0.01,0.1,150,0.9645515675317365,code/experiments/results/experiment_grid_lr0.01_wd0.1_s150_20251207_200104,best_val_metrics.f1_macro
